,smiles,oxidation,reduction
59449,C[C]1C[C@](C)(CO)O1,-0.8196460975238611,-1.8136033739654904
19263,CC/C=C/[C](O)CC,-0.42372848987497397,-2.022963516456003
69497,OC[C@H]1C[C]1c1cccs1,0.1828825910436951,-1.1069108524364508
42786,CO[C]1C=CNC1=O,0.60919469819141,-0.5666125694461916
6691,C=C/[C]=C/C#CCCC,0.5870450808290021,-0.524109249641231
447,C#CCCC(=O)C[CH]O,-0.5023405839293802,-1.703290660465059
59068,C[C]1CN(C)OCN1C,-1.6480526712194004,-1.8867460907594753
58877,C[C]1CCN=CO1,-0.3876741372881254,-1.6265561138282711
42192,CO[CH]CC#N,-0.1740963158140562,-1.5024475084347817
66969,O=C1C[CH]C=C1O,0.6101198664849568,-0.6955374921303714
8635,C=CCC[C@@H]1[CH]O1,0.1748553955592111,-0.9562988965350899
65202,N[C@@H]1CO[C@@H]([CH]O)C1,-0.3692251930968093,-1.5666922831195205
16380,CC(C)(O)CS[CH]CO,0.0505563143396701,-1.1374958277628775
24208,CCCCC[CH]N(C)C,-1.6160255217900563,-2.143044918695082
17408,CC(C)CSCC[CH]O,-0.4800277015745395,-1.9118888996560053
77077,[CH2]N(CC)NC(C)C,-1.3308832117852805,-1.8112904532331708
57908,C[C](O)/C=C/CO,-0.2755382980357677,-1.6815219947532083
52254,C[CH]CCC(C)(C)O,0.1350459481386741,-1.9239977199605909
6715,C=C/[C]=C/CCC(=O)OC,0.2706103138623774,-0.7315102122194563
54322,C[CH]OCC(=N)OC,-0.4222318941079122,-1.7544742357226881
58279,C[C]1C(=O)C[C@H]1C,1.2974110646970605,-0.3081096641081009
40170,COCCSC[CH]O,-0.294857988856485,-1.7503109784063695
10340,C=C[C@@H]([C]=O)CO,-0.1532800292278233,-1.0918088405961959
61572,Cc1cc[n+]2n1C[C](O)C2,0.0958351390221761,-1.1921896003640002
69892,O[C@@H]1CC[C]=CCO1,0.5875620866399203,-1.0303395707905492
1994,C#C[C](CC)CCCC,0.6271538474054275,-1.1112373747452025
22604,CCC(=O)N1C[CH]CC1,0.49213369832162,-1.6441615222238035
42490,CO[CH][C@H](C)C(N)=O,-0.3339599546416001,-1.6364064350646816
16877,CC(C)=C[C](N)C(=O)O,-0.1353753016779508,-1.007210363471997
23309,CCC1=C(C)C[CH]CC1,0.0863929802699408,-1.8699570073276528
77082,[CH2]N(CC)S(N)(=O)=O,-0.4028577816230503,-1.21727798759948
6430,C=C([C]=O)C[C@@H]1CO1,-0.1284365394825402,-1.0504211649108337
23439,CCC1=C[CH]CO1,-0.6194560054648615,-2.0100111603571813
68587,O=[C][C@@H]1C[C@@H]1CO,-0.3647354057940788,-1.1584753793415432
21215,CC1=CC(C)(C)C[CH]C1,0.1595901187296169,-1.9096031897573047
70201,O[CH]C1=CCNC=C1,-0.2513206574312363,-1.7859027468448976
25778,CCC[C@H]([CH]N)OC,-1.2409514115610212,-1.9028821142184715
29014,CCO[C]1CC[C@@H](N)C1,-0.9653873144703872,-1.9639976432071808
489,C#CCCCC[C]=C,0.3186102217598314,-0.9865573418766512
19734,CC1(C)CCN[CH]CO1,-1.369277695938067,-2.0672083295166748
40199,COCC[C@@H]1[CH]O1,0.2077805024500296,-0.9250880720694576
28653,CCO[C@@H]1C[C](C)CCO1,-0.0693618229038817,-1.879997804388569
46286,C[C@@H]1C[N]N(C)C1,-0.6146124773420989,-2.0150451643029017
27840,CCO/C=C\[CH]C(C)C,-0.1545861491688338,-1.6799165556563116
77828,[CH2]NCCNC(C)=O,-1.158883541824172,-1.9982832917046995
44170,CS[CH]c1noc(C)n1,0.6468272790430829,-0.6681633949946444
70293,O[CH]CSC1CCC1,-0.3702319938850258,-1.699236246477029
34951,CN(C)C[CH]OCCO,-0.4299325596028902,-1.7641612919651188
8171,C=CC1=CC=N[N]1,1.9950968007885672,0.78590184211492
52608,C[CH]CC[C@H](C)CCC,0.1322160215938899,-1.959371801742542
3768,C/[C]=C/C(=O)OC(C)C,0.8819016579067354,-0.6062587518758429
77038,[CH2]N(CC)C(C)C,-1.3442437303682784,-2.0702287318844164
86830,[NH]N1CCNCC1,-0.3472932623909792,-1.8859025549636919
51823,C[CH]C/N=N/NCC,0.3119707787172139,-1.6546104817658014
70446,O[C]1CC=CCCC1,-0.7659319148773358,-2.0546369250684093
39428,COC([O])=C(C)C,1.0714523146007782,-0.6128165624222439
26241,CCC[CH]ONC(N)=O,-0.15281744508105,-1.5572229135336668
77161,[CH2]N(N)CC=C,-1.2891417952814337,-1.7459844560945244
28883,CCO[CH]OC1COC1,-1.0178497988385002,-1.5259304565718177
77552,[CH2]N1[C@H](C)CC[C@H]1C,-1.3509920167376372,-2.0736300859027144
11817,C=C[C](CC)[C@H](C)O,0.4222562813840262,-1.4210599094997358
26937,CCN(CO)[C](O)CO,-1.751453833354946,-1.6673451512080462
24257,CCCCN(C)[CH]CO,-1.2515092144313074,-1.8633991967812529
47262,C[C@@H]1[C]=C[C@@H]2CC[C@@H]21,0.4769772648187675,-0.6758096388270243
38,C#C/C([CH2])=C/CCCO,0.8653846827971821,-1.153223688737699
40886,COC[C](C)SCCO,-0.1656609578500374,-1.305685981221512
32589,CC[CH]O[C@H](C)OCC,-0.5985308755472465,-1.7761612689383224
40197,COCC[C@@H]1[CH]CCN1,0.3002701208968039,-1.8055761784825533
11149,C=C[CH]CC(=O)OC,0.9073437859591528,-1.2075637205234302
3543,C/C=[C]/[C@H](O)C(C)C,0.5110996483238529,-0.7752380194707564
38973,COC(=O)[C@H]([CH]N)OC,-0.9973328314035146,-1.6755628225139412
59669,C[C]1OCCCO1,-1.306719992844894,-1.664052640519583
5222,C=C(C)C(C)(C)[CH]O,-0.4148849694283258,-1.847072697497752
29172,CCSC1CC[CH]CC1,0.1718077823593979,-1.8294400782701463
68143,O=N[N]CC(=O)O,1.4528665487196384,0.6957795660630621
70487,O[C]1CC[C@@H](O)O1,-1.2869105070468776,-1.48810739989564
71342,[CH2]/C=C\CCC,0.6082967407314825,-1.341930809635186
62397,Cn1ccnc1C[C]=O,-0.0665591071942639,-1.0375504413066814
57964,C[C](O)C1=C(C)C1(C)C,-0.2687083791686451,-1.5397535593000415
13304,C=[C]C[C@](C)(O)CO,0.451263028445628,-0.9371696815404243
37890,CN[CH]C1CCC1,-1.5003794851926586,-2.1946638672643184
65612,N[CH]CC[C@H](O)CN,-1.3973320638740503,-2.1993441303931007
3782,C/[C]=C/C(C)=C/CC,0.392378787694569,-0.9869382935256614
78785,[CH2]OCN1CC1,-0.0934978310137433,-1.5347467661863932
12742,C=[C]CCCCSCC,0.3223925274271391,-0.9834825178447651
44570,C[C@@H](O)[CH]SC1CCC1,0.0396175598188266,-1.2608969515193982
6235,C=C([CH]C)/C=C/CCC,0.4771677406432726,-1.506447500758667
3084,C/C=C/[C](OC)OC,-0.6430750077622579,-1.832705378128084
58243,C[C](SCCO)[C@H](C)O,-0.1674296619409139,-1.390447723342784
3460,C/C=[C]/CO[C@@H](C)CS,0.4881881276603321,-0.7740951645206331
38647,COC(=O)CCN1[CH]C1,-0.5539051108360189,-0.9832920420202602
23511,CCC1=NNC(=O)[N]1,2.001518557174607,0.7792896099043753
56089,C[CH]c1cncnc1C,0.604813754216968,-1.08712857746896
14329,CC(=O)C1=CS[CH]CN1,0.0309100935340866,-1.3402437380428456
25748,CCC[C@H](O)[C@H](O)[CH]O,-0.2591301662545024,-1.495563167901968
51060,C[C@]12C[CH]C[C@@H]1C(=O)C2,0.5475077417276397,-1.808542159186151
33877,CC[N]C1(C)CC1,0.3887053253540022,-1.27384930761822
10224,C=CO[CH]c1ncc[nH]1,-0.0404639191705689,-1.3006791881094104
82605,[CH2]c1c[nH]c(CC)c1,-0.2384771446591562,-1.7066103819871414
60797,C[N]c1ncccc1N,0.5124601899305539,-0.5259051645641795
47777,C[C@H](CN)CC[C]=O,-0.3625857500541922,-1.2579853924814914
59195,C[C]1COC(C)(C)OO1,-0.28049066948527196,-1.5709099620999836
9164,C=CCO[N]C,1.1080780946611422,-1.4715632139540147
38690,COC(=O)CO[NH],1.8593963809029561,-1.1225026592509115
80438,[CH2][C@@H]1CC(=O)O[C@@H]1O,0.9446498368244134,-1.3522437150175963
66049,O/N=C1/[CH]CCCC1,0.7370311875896114,-1.2815771839468164
28016,CCOC(=O)C[C](C)O,-0.5337418842210644,-1.855834585446636
36681,CN1[C]=C(C#N)CC=C1,0.99724837535134,-0.009906154676214
49946,C[C@H]1N[C@@H](C)S[CH]S1,-0.4146400719412235,-1.3908830966590322
27048,CCN1C=C(C)O[C]1C,-2.0749089950131987,-1.9415487066919792
78891,[CH2]OC[C@H](C)NOC,-0.1724636658850871,-1.604379285633791
7363,C=C1[CH][C@@H](O)C=CO1,1.1011665432978033,-0.9730063474691484
51424,C[CH]C#CN(CC)CC,-0.5645173353719963,-1.2084072563192128
30424,CC[C@H](C)C(=O)[C](C)O,0.6426368108931461,-0.6576872246221215
86060,[C]#C/C=C/OCC,1.979396150642724,0.7518610911075978
23418,CCC1=CN=CC(=O)[N]1,2.2494092379767205,0.8891669500901056
52231,C[CH]CCC(=O)C(=O)O,0.3170864151606976,-1.8117802482120164
19067,CC/C(C)=C/[CH]O,-0.3917285512777018,-1.964106486535469
8473,C=CCCCNC[CH]C,0.257739590261318,-1.7964877605488032
42174,CO[CH]C1(O)CNC1,-0.3635381291782646,-1.4518081498201418
13922,C=[C]n1ccc(C=O)c1,0.2079437674424618,-0.1727085633752834
54215,C[CH]OC(=O)[C@@H](O)CC,0.0883521601853223,-1.3309104226188992
21963,CC1=N[C@@H]1[C]=O,-0.0686815521005312,-1.0216321045058088
42226,CO[CH]CCCCSC,-0.5492248477072361,-1.8660114366679124
84078,[CH]1NCc2cn[nH]c21,-0.9576594381433376,-1.8722427172279008
50403,C[C@H]1[C]=NCCC1,-0.0185319884647379,-1.3544750032521522
9414,C=CC[C@H](O)C[CH]O,-0.6092791542435849,-1.9024739517358429
52250,C[CH]CCC(C)(C)C=O,0.2149369513035646,-1.9143650853823044
29950,CC[C@@H]1C[CH]C[C@H](O)C1,0.2264199224673966,-1.827644163350292
69642,OC[C]1C=CCC1,-0.1520827526135564,-1.6642703271746138
66015,Nn1cc[c]n1,2.2147154269981195,-0.2474839300997837
15891,CC(C)(C)CCO[C]=O,0.1405969578937647,-0.2906130990408568
49132,C[C@H]([CH]S)OCC(=O)O,0.2745558845236653,-1.1032646009295035
41117,CON1[CH]COCC1,-1.0754007088164783,-1.646855394605133
3649,C/N=[C]/c1ccccc1,-0.9767614423059316,-1.0306661007754152
16227,CC(C)(CN)OC[CH]O,-0.4517284361468134,-1.596950728459535
3021,C/C=C/[CH]OCCCC,-0.4057965514945754,-1.9236711899741783
71430,[CH2]/N=C(\N)[C@H](N)CC,-0.6960544979397416,-1.678093429904384
48966,C[C@H](O)c1cc[c]cc1,1.4518869587619483,-0.6304763924803742
53570,C[CH]N(CC)[C@@H]1O[C@@H]1C,-1.3930599632278966,-1.9813037324483729
42780,CO[C]1C=CC=CC=C1,-0.48974196864749603,-1.5431277024847212
78118,[CH2]Nc1nnc(C)s1,-0.2076744826776995,-1.5602433158998616
47434,C[C@@]1(O)C=C[C](O)C1,-0.4051707023553694,-1.8191543837221282
71326,[CH2]/C=C1\C=CC=N1,1.5317507510947657,0.1212500562409752
26669,CCC[N]N=C(C)C,0.0949643923943206,-1.073114998916231
30499,CC[C@H](C)C[C@@H]1[CH]O1,0.1371956038770134,-0.9610880029921612
77856,[CH2]NCC[N+](=O)[O-],-1.0509925923858958,-1.9045963966436568
35615,CN1C(=O)N[C]=C[C@@H]1N,1.0534931653883088,-0.185035070336446
82840,[CH2]c1cnnc(C)c1,1.4579821851615753,-0.49891201908055605
48671,C[C@H](O)[C@@H]1CNC[CH]N1,-1.4091415650242958,-2.0519430526855333
46445,C[C@@H]1OCC(C)(C)[C]1O,-0.5596465964187085,-1.7383926339278355
10041,C=COC(=O)[CH]OCC,0.8194255873113256,-0.2669124642472429
4178,C1=CC(c2cccs2)=N[N]1,1.5414650181692693,0.7236434581776345
55361,C[CH][C@H](C(C)=O)N(C)C,0.5365961980388683,-1.7192089972674784
79458,[CH2]SCCC(C)(C)C,0.131862280778499,-1.3645702219772122
47418,C[C@@]1(N)C[CH][C@@H]1N,0.4828820153938897,-1.6273452279614564
83327,[CH]1C=C[C@]2(CCCCO2)O1,-0.0036476632841537,-1.5178216285942114
12085,C=Cc1ccc[c]c1C,1.331098074888993,-0.6868572366761558
23348,CCC1=C(O)[N]C=C1C,0.8990444821554942,-0.3925448762414132
47056,C[C@@H]1[CH]NCCO1,-1.2892506386112688,-1.9635622698924795
28637,CCO[C@@H]1C[C@H](C)C[CH]O1,-0.6337961140009094,-1.71259676505848
45214,C[C@@H]1CCC[C@@H]1N[NH],-0.024191841551211003,-1.8500114673692765
77828,[CH2]NCCNC(C)=O,-1.158883541824172,-1.9982832917046995
52417,C[CH]CCC[S@@](=O)CC,0.2374130986492906,-1.8923787330107824
21162,CC1=CC(=O)CC[CH]C1,0.366065913014296,-1.7788007196570539
46341,C[C@@H]1NCC[C]1N(C)C,-1.7360797131955166,-2.2263100650461993
27377,CCN1[CH][C@H](C)N1CC,-1.335427420753703,-1.7142294149859016
6009,C=C(CCCC)O[CH]C,-0.3680279164825419,-1.627209173799549
71035,[CH2]/C=C(/CCC)OC,-0.2724362631718096,-1.5711548595886329
31173,CC[C@H]([CH]S)CO,0.2093315198827818,-1.527617528164931
36696,CN1[C]=CC=CC(=O)C1,0.2530049054683916,-0.2204907846146131
38904,COC(=O)[C@@H]1[CH]CO1,1.13572430011759,-1.106910852434904
86547,[N-]=[N+]=Nc1nc([S])n[nH]1,2.2192868467970657,0.4576303631690708
19139,CC/C=C(\C)[C](C)C,-0.0872393396216821,-1.8862018741164848
68386,O=[C]Cc1cn[nH]n1,-0.0666135288584079,-1.0339041898012806
45638,C[C@@H]1CN(O)[CH]CN1C,-1.2235092681579216,-1.7663381585355309
66839,O=C1CC[C]=CCN1,0.7618474665028225,-0.9573056973248528
34741,CN(C)C1=CC[CH]C=C1,-0.0377428359571672,-1.4621754768643769
60835,C[S@@](=O)(=S)OC[C]=O,0.3440251389770834,-0.7719727196097259
23607,CCC1=[C]C[C@H](C)CC1,0.3126510495205643,-1.1090332973427186
1296,C#C[C@H](C)C(=O)O[CH2],0.6165688337015219,-1.084244229261579
10110,C=COC[CH]C,0.439725635617652,-1.439182323706186
45608,C[C@@H]1CN(C)[C@@H]1[C]=O,-0.1493072477329162,-1.1772508535192716
84909,[CH]=C1CN=NC1,0.9625545643727388,-0.6449525551798763
2701,C/C=C/CC1=N[CH]CN1,-0.947863538572618,-1.9859567847435369
24919,CCCN1CCO[C]1C,-1.9596983317289545,-2.073167501755941
7721,C=C=C[CH]NS(C)(=O)=O,-0.1514024818102051,-1.0195096595979949
48659,C[C@H](O)[C@@H]1CCCC[C]1O,-0.7264217866095914,-1.8140387472786448
65810,N[C]1CC=CC1,-1.5188012185511286,-2.321194236719962
32967,CC[CH]n1cnnc1N,0.1266650118372521,-1.3527062991628225
7270,C=C1[CH]CCCC1=O,0.7151808893799965,-1.2617949089808724
53466,C[CH]N(C)C(C)(C)CN,-1.6780390082386931,-2.2914800080229383
78854,[CH2]OC[C@@H](N)C(=O)O,-0.052327841983411,-1.521712777589808
70456,O[C]1CCC=CO1,-0.9957818139723088,-1.5256039265854051
6057,C=C(CON)O[CH]OC,-0.8340950493912906,-1.3068560470052546
87818,[c]1cccc[nH]oc1,-0.1086542645165957,-0.5690615443388718
5825,C=C(C)[C](C)CO,0.3054129681723596,-1.275754065869457
38007,CN[CH][C@@H]1CCN(C)C1,-1.5015495509733072,-2.2108543123890056
54692,C[CH]SCC1CC1,-0.2608716595117606,-1.5960799818285858
17425,CC(C)C[C@@H](C)N[C]=O,-0.1647357895580379,-0.8515099819607719
21515,CC1=CO[CH]OC1,-0.8056869406352758,-1.420678957850726
22668,CCC(=O)[C@@H]1C[C]1C,0.4922153308178361,-1.0256320968296944
29072,CCOc1nc([O])co1,1.6761858480987364,0.0422297997054865
20562,CC1(C)[CH][C@H](CN)CO1,0.2745286736915924,-1.5692228905068704
53931,C[CH]NC[C@@H]1CCCO1,-1.5249780774477457,-2.2318338639692183
79459,[CH2]SCCC(C)(C)CC,0.1284609267602006,-1.3311825309411676
36754,CNC(=O)C1([CH]O)CC1,-0.4335243894456937,-1.621685374874983
61926,Cc1coc2c1CC[CH]2,-0.2415247578605166,-1.6918893217989894
11753,C=C[C](C)COO,0.5393989137500332,-1.1020673243136887
39129,COC(=O)[C](C)C=O,2.058960623822749,0.5904464348473013
10060,C=COCCCC[CH]O,-0.480871237370323,-1.8765420287061263
59305,C[C]1C[C@@H](N)C[C@@H](C)N1,-1.7133042466939026,-2.2604596593818096
19783,CC1(C)CC[CH]CO1,0.2530049054683916,-1.7148280532945828
43289,CS(=O)(=O)N[C]1CC1,-0.3208715443824177,-1.0105572958246047
26223,CCC[CH]OCC(C)C,-0.6175512472136244,-1.8901746556098449
33390,CC[C](N)c1ncon1,-0.4496332020726181,-1.58176708412461
12236,C=[C]/C=C/CC,-0.0962733358920626,-0.8356732776545691
64644,NC[C@H]1CC[CH]O1,-0.6730341339479322,-1.935507901956496
42928,CO[C]1OCCCCO1,-1.2428017481465672,-1.3655226011012838
41467,CO[C@@H]1C[CH]N(N)C1,-1.5415494742198963,-1.93556232362064
65252,N[C@@H]1C[N]NC1=O,0.7681059578933356,-1.2644615705301292
14293,CC(=O)C1=CC(=O)C[CH]1,1.4832610482200137,-0.10076312319402
62087,Cc1ncc(C[CH]N)[nH]1,-1.2154004401803151,-2.130065351762641
66464,O=C/C=C/NC[CH]O,-0.2693070174757794,-1.4960801737128857
8170,C=CC1=CC=C[C]=CC=C1,0.2866919156587757,-0.8754283034125092
15036,CC(=O)O[CH]OC(C)C,-0.65137431156437,-1.1172509686486136
76889,[CH2]N(C)C[C@@H](N)CC,-1.2739037292839115,-1.9175215419104064
20192,CC1(C)N[CH]CCN1,-1.5248148124553131,-2.250173964832245
18644,CC(C)[CH]N(N)C(N)=O,-0.668598768310892,-1.6554540175615848
33036,CC[C](C)C(C)(C)CC,-0.1764636582105199,-2.2791807118938467
53469,C[CH]N(C)C(OC)OC,-1.3661484502404897,-2.07640559078026
22992,CCC/C(=[C]\N)C=O,-0.2698512341187689,-0.1991847030479894
12695,C=[C]CCC1=CCCC1,0.334310871904127,-0.9841627886481152
66187,O=C(O)CCS[C]=S,0.5108003291648728,-0.7105306606361506
1104,C#CC[C](N)CO,-1.2773322941327352,-1.7046784129053787
64916,NNC(=O)O[CH]CO,0.5196710604482329,-1.0753734979828593
77743,[CH2]NCC#CCO,-1.011019879971378,-1.92271881084856
6726,C=C/[C]=C/[C@@H](C)C(=O)O,0.3544196768564838,-0.6070478660074818
70655,SCc1cc[c]cc1,1.4602678950618215,-0.6196192704572945
14536,CC(=O)C[C@@H]1[C]=CCC1,0.7283509321369426,-0.5978778155759685
26880,CCN(CC)C1=[C]N1,-0.5080276478479258,-0.8862037929393725
58733,C[C]1CCCC(=O)O1,-0.3266946624613238,-1.5325698996144352
31154,CC[C@H]([CH]O)C(=O)O,-0.2038105445126277,-1.7134130900221909
86266,[C]1=CCC=C[C@H]2C[C@@H]12,0.0060938146224218,-1.093006117212011
43152,COc1nc(=O)[c]n[nH]1,1.9261445521445195,0.0397536139807348
44221,CSc1cc(O)ccc1[NH],0.6221470542917791,-0.6487348608487316
42183,CO[CH]C1CCC1,-0.5967621714579172,-1.8183652695889427
33116,CC[C](C)NC(=S)NC,-0.8949384700561849,-1.7590728663552544
84014,[CH]1Cc2cocc21,0.5125690332603892,-1.351917185031184
2159,C#Cc1ccnn1[CH2],0.4200522039799956,-1.0985571269671015
29400,CCSc1[c]occ1,1.5965941640866381,0.275317787824779
4181,C1=CC2=C(CCC2)[N]1,1.4571114385337198,-0.1014161831668447
34018,CC[N]c1ccsc1,0.9766225645896124,-0.8384487825321143
45808,C[C@@H]1CO[C](CO)O1,-1.1360808644889393,-1.46310064515947
70369,O[CH][C@@H]1CNCCN1,-0.4702862236679639,-1.74837900932306
48079,C[C@H](N)CN[CH]CN,-1.5256311374190241,-2.2445685334114627
20802,CC1(O)C[CH]C1,0.5032085070043708,-1.6423928181344742
12261,C=[C]/C=C/[C@H](C)C=C,-0.0244367390398601,-0.8031835440784518
61863,Cc1cnc([N]N)nc1,0.6432354492002794,-0.7872379964439604
40947,COC[C]1CCNC1,-0.0221782399716854,-1.6451955338456383
45798,C[C@@H]1CO[CH][C@@H]1C,-0.6240274252638089,-1.7663653693676027
52597,C[CH]CC[C@H](C#N)NO,0.2783381901909738,-1.887371939898681
33830,CC[N]/C=C/C#N,2.2670146463722523,0.10568546025858698
50849,C[C@]1(O)O[CH][C@H](O)[C@@H]1O,-0.2303683166815497,-1.2765159691690244
24841,CCCC[S@@](=O)C[C]=O,0.0751549065947578,-0.8652786630233051
8112,C=CC/C=[C]/CO,0.5192628979656044,-0.6581225979352756
82931,[CH2]c1ncc(CO)[nH]1,0.2020662276994125,-0.9884893109568664
29024,CCO[C]1C[C@H](C)CO1,-1.3924613249207631,-1.5389372343363306
53091,C[CH]C[C@@H]1CC1(C)C,0.1234813444770779,-1.9313990663027751
8653,C=CCC[C@H](O)[CH]O,-0.3629394908711303,-1.621685374874983
56062,C[CH]c1ccncc1N,0.2463110407600828,-1.0128157948912329
